Timestamp;Nome Modulo;ID; Byte 0 e 1;Byte 1 e 2;Byte 2 e 3;Byte 3 e 4;
0.000; Dynamics module data; 0x11;0000;5701;0000;10801
21.150; Dynamics module data; 0x11;0000;0801;0000;19601
21.150; Dynamics module sensor errors; 0x12;0100;0000;0000;0100
21.150; Thermal sensor module; 0x21;1700;10301;16900;22500
21.150; Thermal sensor module; 0x22;4602;9201;13003;4301
21.200; Dynamics module data; 0x11;0000;7100;0000;13700
21.200; Dynamics module sensor errors; 0x12;0100;0000;0000;0100
21.200; Thermal sensor module; 0x21;17301;19001;7803;15203
21.200; Thermal sensor module; 0x22;14601;17403;19203;4803
21.250; Dynamics module data; 0x11;0000;14701;0000;1400
21.250; Dynamics module sensor errors; 0x12;0100;0000;0100;0100
21.250; Thermal sensor module; 0x21;0800;11900;11600;0203
21.250; Thermal sensor module; 0x22;22402;8402;1301;12302
21.300; Dynamics module data; 0x11;0000;6101;0000;7800
21.300; Dynamics module sensor errors; 0x12;0000;0000;0000;0000
21.300; Thermal sensor module; 0x21;15600;11903;25302;17903
21.300; Thermal sensor module; 0x22;24000;8102;17701;7200
21.350; Dynamics module data; 0x11;0000;12800;0000;0100
21.350; Dynamics module sensor errors; 0x12;0000;0100;0000;0000
21.350; Thermal sensor module; 0x21;0001;13901;7401;16102
21.350; Thermal sensor module; 0x22;24402;15602;18003;20401
21.400; Dynamics module data; 0x11;0000;2100;0000;19300
21.400; Dynamics module sensor errors; 0x12;0000;0000;0000;0000
21.400; Thermal sensor module; 0x21;7903;20803;19600;15903
21.400; Thermal sensor module; 0x22;12401;25000;15403;9303
21.450; Dynamics module data; 0x11;0000;1400;0000;17501
21.450; Dynamics module sensor errors; 0x12;0100;0100;0100;0100
21.450; Thermal sensor module; 0x21;17803;1102;15600;9100
21.450; Thermal sensor module; 0x22;9803;17500;0100;5501
21.500; Dynamics module data; 0x11;0000;0801;0000;3901
21.500; Dynamics module sensor errors; 0x12;0000;0000;0100;0000
21.500; Thermal sensor module; 0x21;7200;4103;4300;5902
21.500; Thermal sensor module; 0x22;13402;19102;17103;0000
21.550; Dynamics module data; 0x11;0000;3200;0000;0500
21.550; Dynamics module sensor errors; 0x12;0000;0000;0000;0000
21.550; Thermal sensor module; 0x21;18800;10401;5703;5903
21.550; Thermal sensor module; 0x22;16203;9003;20201;2801
21.600; Dynamics module data; 0x11;0000;20900;0000;16700
21.600; Dynamics module sensor errors; 0x12;0000;0000;0000;0100
21.600; Thermal sensor module; 0x21;23101;21101;9703;0003
21.600; Thermal sensor module; 0x22;10300;6602;3800;9700
21.650; Dynamics module data; 0x11;0000;9901;0000;14301
21.650; Dynamics module sensor errors; 0x12;0100;0000;0000;0000
21.650; Thermal sensor module; 0x21;2503;13603;13101;6301
21.650; Thermal sensor module; 0x22;2901;24602;8800;24201
21.700; Dynamics module data; 0x11;0000;12800;0000;7200
21.700; Dynamics module sensor errors; 0x12;0000;0000;0100;0000
21.700; Thermal sensor module; 0x21;2701;17200;1601;25301
21.700; Thermal sensor module; 0x22;15002;9800;20203;1500
21.750; Dynamics module data; 0x11;0000;18701;0000;19701
21.750; Dynamics module sensor errors; 0x12;0100;0100;0100;0000
21.750; Thermal sensor module; 0x21;21402;16402;8000;11100
21.750; Thermal sensor module; 0x22;11403;0302;16300;2603
21.800; Dynamics module data; 0x11;0000;2801;0000;17701
21.800; Dynamics module sensor errors; 0x12;0100;0000;0000;0100
21.800; Thermal sensor module; 0x21;22802;18101;1402;19500
21.800; Thermal sensor module; 0x22;5901;8600;1402;13002
21.850; Dynamics module data; 0x11;0000;10801;0000;17900
21.850; Dynamics module sensor errors; 0x12;0100;0000;0100;0100
21.850; Thermal sensor module; 0x21;16501;10903;19303;22800
21.850; Thermal sensor module; 0x22;19301;8902;20301;10800
21.900; Dynamics module data; 0x11;0000;14000;0000;5400
21.900; Dynamics module sensor errors; 0x12;0100;0100;0000;0100
21.900; Thermal sensor module; 0x21;13800;17502;1200;14501
21.900; Thermal sensor module; 0x22;1502;17601;18702;12300
21.950; Dynamics module data; 0x11;0000;1701;0000;16700
21.950; Dynamics module sensor errors; 0x12;0100;0100;0000;0000
21.950; Thermal sensor module; 0x21;18902;15300;18201;3003
21.950; Thermal sensor module; 0x22;2703;6501;20702;7101
22.000; Dynamics module data; 0x11;0000;19501;0000;10600
22.000; Dynamics module sensor errors; 0x12;0000;0100;0100;0100
22.000; Thermal sensor module; 0x21;15000;4902;21001;8801
22.000; Thermal sensor module; 0x22;14403;8700;24102;16203
22.050; Dynamics module data; 0x11;0000;13100;0000;22001
22.050; Dynamics module sensor errors; 0x12;0000;0100;0100;0000
22.050; Thermal sensor module; 0x21;8603;16202;11100;5203
22.050; Thermal sensor module; 0x22;1501;6502;19300;17901
22.100; Dynamics module data; 0x11;0000;1901;0000;23700
22.100; Dynamics module sensor errors; 0x12;0000;0000;0100;0000
22.100; Thermal sensor module; 0x21;11901;17002;2401;8701
22.100; Thermal sensor module; 0x22;7301;13903;15200;23101
22.150; Dynamics module data; 0x11;0000;23301;0000;18201
22.150; Dynamics module sensor errors; 0x12;0100;0100;0100;0000
22.150; Thermal sensor module; 0x21;4902;23802;9203;0700
22.150; Thermal sensor module; 0x22;0600;10603;9503;13700
22.200; Dynamics module data; 0x11;0000;6000;0000;15700
22.200; Dynamics module sensor errors; 0x12;0000;0000;0000;0000
22.200; Thermal sensor module; 0x21;10900;12400;12503;17501
22.200; Thermal sensor module; 0x22;17503;25201;16700;0803
22.250; Dynamics module data; 0x11;0000;9500;0000;24900
22.250; Dynamics module sensor errors; 0x12;0000;0100;0000;0000
22.250; Thermal sensor module; 0x21;19600;16702;24402;17400
22.250; Thermal sensor module; 0x22;20600;24500;21800;16103
22.300; Dynamics module data; 0x11;0000;5900;0000;0701
22.300; Dynamics module sensor errors; 0x12;0100;0100;0100;0100
22.300; Thermal sensor module; 0x21;6402;12602;14601;23202
22.300; Thermal sensor module; 0x22;0400;13002;24701;6402
22.350; Dynamics module data; 0x11;0000;4601;0000;3401
22.350; Dynamics module sensor errors; 0x12;0000;0100;0000;0100
22.350; Thermal sensor module; 0x21;9002;22802;15203;3402
22.350; Thermal sensor module; 0x22;13701;11202;20102;7401
22.400; Dynamics module data; 0x11;0000;11400;0000;10600
22.400; Dynamics module sensor errors; 0x12;0000;0100;0100;0100
22.400; Thermal sensor module; 0x21;16100;23901;2303;8102
22.400; Thermal sensor module; 0x22;4701;12503;13700;14900
22.450; Dynamics module data; 0x11;0000;4900;0000;20400
22.450; Dynamics module sensor errors; 0x12;0000;0100;0000;0100
22.450; Thermal sensor module; 0x21;21601;12503;12800;21803
22.450; Thermal sensor module; 0x22;14201;22101;7803;11700
22.500; Dynamics module data; 0x11;0000;17000;0000;16901
22.500; Dynamics module sensor errors; 0x12;0100;0000;0000;0000
22.500; Thermal sensor module; 0x21;17603;11303;14001;16300
22.500; Thermal sensor module; 0x22;17700;14100;1100;3902
22.550; Dynamics module data; 0x11;0000;18000;0000;5201
22.550; Dynamics module sensor errors; 0x12;0000;0100;0000;0000
22.550; Thermal sensor module; 0x21;24801;5801;4400;2302
22.550; Thermal sensor module; 0x22;6200;14701;5501;8903
22.600; Dynamics module data; 0x11;0000;16700;0000;16601
22.600; Dynamics module sensor errors; 0x12;0000;0000;0000;0100
22.600; Thermal sensor module; 0x21;18702;19503;13700;4500
22.600; Thermal sensor module; 0x22;24801;17100;10900;12002
22.650; Dynamics module data; 0x11;0000;23100;0000;19500
22.650; Dynamics module sensor errors; 0x12;0100;0000;0000;0100
22.650; Thermal sensor module; 0x21;4102;16300;14800;10500
22.650; Thermal sensor module; 0x22;7200;4201;5401;14303
22.700; Dynamics module data; 0x11;0000;8201;0000;1501
22.700; Dynamics module sensor errors; 0x12;0000;0100;0100;0000
22.700; Thermal sensor module; 0x21;10801;12500;7802;0800
22.700; Thermal sensor module; 0x22;1400;1302;12901;18903
22.750; Dynamics module data; 0x11;0000;23700;0000;17101
22.750; Dynamics module sensor errors; 0x12;0000;0000;0100;0100
22.750; Thermal sensor module; 0x21;10003;4800;6302;1500
22.750; Thermal sensor module; 0x22;14802;14502;0903;12700
22.800; Dynamics module data; 0x11;0000;5901;0000;16701
22.800; Dynamics module sensor errors; 0x12;0000;0000;0000;0000
22.800; Thermal sensor module; 0x21;3400;17501;17002;17902
22.800; Thermal sensor module; 0x22;21100;11603;22100;14502
22.850; Dynamics module data; 0x11;0000;17401;0000;23600
22.850; Dynamics module sensor errors; 0x12;0100;0100;0100;0000
22.850; Thermal sensor module; 0x21;16000;2500;4703;22500
22.850; Thermal sensor module; 0x22;9102;9001;12801;12001
22.900; Dynamics module data; 0x11;0000;7901;0000;9400
22.900; Dynamics module sensor errors; 0x12;0000;0100;0100;0100
22.900; Thermal sensor module; 0x21;1401;20901;23000;11901
22.900; Thermal sensor module; 0x22;14100;22503;11500;11303
22.950; Dynamics module data; 0x11;0000;3600;0000;2500
22.950; Dynamics module sensor errors; 0x12;0000;0100;0000;0000
22.950; Thermal sensor module; 0x21;6903;11001;21801;10503
22.950; Thermal sensor module; 0x22;24402;22003;7703;6601
23.000; Dynamics module data; 0x11;0000;1800;0000;7800
23.000; Dynamics module sensor errors; 0x12;0100;0000;0000;0100
23.000; Thermal sensor module; 0x21;2203;18700;12202;23502
23.000; Thermal sensor module; 0x22;16603;19403;17702;4003
23.050; Dynamics module data; 0x11;0000;12901;0000;1901
23.050; Dynamics module sensor errors; 0x12;0000;0000;0100;0000
23.050; Thermal sensor module; 0x21;21101;4702;0102;19603
23.050; Thermal sensor module; 0x22;23902;11103;2302;16701
23.100; Dynamics module data; 0x11;0000;13501;0000;3900
23.100; Dynamics module sensor errors; 0x12;0000;0100;0000;0100
23.100; Thermal sensor module; 0x21;1200;10202;15801;13603
23.100; Thermal sensor module; 0x22;0601;17701;12001;12402
23.150; Dynamics module data; 0x11;0000;19300;0000;13400
23.150; Dynamics module sensor errors; 0x12;0000;0000;0000;0000
23.150; Thermal sensor module; 0x21;1100;5201;1103;14900
23.150; Thermal sensor module; 0x22;2002;9902;14901;8403
23.200; Dynamics module data; 0x11;0000;11701;0000;15401
23.200; Dynamics module sensor errors; 0x12;0100;0000;0000;0000
23.200; Thermal sensor module; 0x21;2401;13600;23402;7002
23.200; Thermal sensor module; 0x22;8301;18003;8701;5300
23.250; Dynamics module data; 0x11;0000;18400;0000;12500
23.250; Dynamics module sensor errors; 0x12;0100;0100;0100;0100
23.250; Thermal sensor module; 0x21;17201;2202;1000;22601
23.250; Thermal sensor module; 0x22;12400;7300;7200;9201
23.300; Dynamics module data; 0x11;0000;12901;0000;14201
23.300; Dynamics module sensor errors; 0x12;0100;0100;0000;0000
23.300; Thermal sensor module; 0x21;7301;13003;13301;15603
23.300; Thermal sensor module; 0x22;18302;6902;21602;7600
23.350; Dynamics module data; 0x11;0000;17400;0000;23900
23.350; Dynamics module sensor errors; 0x12;0000;0100;0100;0000
23.350; Thermal sensor module; 0x21;7000;6703;22003;19503
23.350; Thermal sensor module; 0x22;2203;5503;19203;15602
23.400; Dynamics module data; 0x11;0000;13500;0000;12901
23.400; Dynamics module sensor errors; 0x12;0100;0000;0000;0100
23.400; Thermal sensor module; 0x21;12700;2900;22400;17903
23.400; Thermal sensor module; 0x22;17000;2702;16900;20900
23.450; Dynamics module data; 0x11;0000;21501;0000;8501
23.450; Dynamics module sensor errors; 0x12;0100;0000;0100;0000
23.450; Thermal sensor module; 0x21;21800;2803;17802;16100
23.450; Thermal sensor module; 0x22;17903;18200;18002;6303
23.500; Dynamics module data; 0x11;0000;18401;0000;21900
23.500; Dynamics module sensor errors; 0x12;0100;0000;0100;0000
23.500; Thermal sensor module; 0x21;3403;3103;25100;7403
23.500; Thermal sensor module; 0x22;17002;4602;4300;23502
23.550; Dynamics module data; 0x11;0000;19000;0000;16800
23.550; Dynamics module sensor errors; 0x12;0000;0000;0100;0000
23.550; Thermal sensor module; 0x21;7900;21803;14003;10001
23.550; Thermal sensor module; 0x22;22501;7003;14201;10703
23.600; Dynamics module data; 0x11;0000;10500;0000;12100
23.600; Dynamics module sensor errors; 0x12;0100;0100;0100;0100
23.600; Thermal sensor module; 0x21;15501;0203;7802;18601
23.600; Thermal sensor module; 0x22;11302;25301;23003;24300
23.650; Dynamics module data; 0x11;0000;7801;0000;12800
23.650; Dynamics module sensor errors; 0x12;0000;0000;0100;0100
23.650; Thermal sensor module; 0x21;2103;11503;6601;18702
23.650; Thermal sensor module; 0x22;10601;8000;19602;14401
23.700; Dynamics module data; 0x11;0000;18001;0000;9100
23.700; Dynamics module sensor errors; 0x12;0000;0100;0000;0100
23.700; Thermal sensor module; 0x21;16900;15601;22501;21903
23.700; Thermal sensor module; 0x22;0603;7401;13802;1601
23.750; Dynamics module data; 0x11;0000;20900;0000;0300
23.750; Dynamics module sensor errors; 0x12;0000;0000;0000;0000
23.750; Thermal sensor module; 0x21;20502;18503;22002;21503
23.750; Thermal sensor module; 0x22;10203;0201;22303;21502
23.800; Dynamics module data; 0x11;0000;13400;0000;19300
23.800; Dynamics module sensor errors; 0x12;0000;0000;0000;0100
23.800; Thermal sensor module; 0x21;24402;15901;0402;7602
23.800; Thermal sensor module; 0x22;19401;4402;7002;20300
23.850; Dynamics module data; 0x11;0000;1000;0000;24600
23.850; Dynamics module sensor errors; 0x12;0000;0000;0000;0100
23.850; Thermal sensor module; 0x21;6201;10703;3301;17500
23.850; Thermal sensor module; 0x22;10701;7001;7102;24801
23.900; Dynamics module data; 0x11;0000;14401;0000;10701
23.900; Dynamics module sensor errors; 0x12;0100;0000;0000;0000
23.900; Thermal sensor module; 0x21;24400;17002;17403;25302
23.900; Thermal sensor module; 0x22;21203;1903;18800;14702
23.950; Dynamics module data; 0x11;0000;14300;0000;18000
23.950; Dynamics module sensor errors; 0x12;0100;0000;0100;0100
23.950; Thermal sensor module; 0x21;4800;3302;3400;9201
23.950; Thermal sensor module; 0x22;16302;1802;6801;7401
24.000; Dynamics module data; 0x11;0000;17001;0000;5801
24.000; Dynamics module sensor errors; 0x12;0100;0100;0100;0100
24.000; Thermal sensor module; 0x21;17003;10000;5600;21500
24.000; Thermal sensor module; 0x22;2802;22300;1002;5700
24.050; Dynamics module data; 0x11;0000;23901;0000;4601
24.050; Dynamics module sensor errors; 0x12;0000;0000;0100;0000
24.050; Thermal sensor module; 0x21;24402;2602;10301;2901
24.050; Thermal sensor module; 0x22;2203;2400;9400;15802
24.100; Dynamics module data; 0x11;0000;5001;0000;2700
24.100; Dynamics module sensor errors; 0x12;0100;0100;0100;0100
24.100; Thermal sensor module; 0x21;2102;21501;9001;25001
24.100; Thermal sensor module; 0x22;8200;12903;16902;4501
24.150; Dynamics module data; 0x11;0000;0101;0000;7600
24.150; Dynamics module sensor errors; 0x12;0100;0100;0100;0100
24.150; Thermal sensor module; 0x21;0902;18400;0803;10703
24.150; Thermal sensor module; 0x22;18602;23101;20400;17100
24.200; Dynamics module data; 0x11;0000;7601;0000;5800
24.200; Dynamics module sensor errors; 0x12;0100;0000;0000;0100
24.200; Thermal sensor module; 0x21;11803;9001;11603;7703
24.200; Thermal sensor module; 0x22;17500;15902;0901;11002
24.250; Dynamics module data; 0x11;0000;6501;0000;19301
24.250; Dynamics module sensor errors; 0x12;0100;0000;0100;0000
24.250; Thermal sensor module; 0x21;2301;23401;14903;13402
24.250; Thermal sensor module; 0x22;16903;19803;21501;4203
24.300; Dynamics module data; 0x11;0000;12901;0000;22900
24.300; Dynamics module sensor errors; 0x12;0000;0000;0000;0100
24.300; Thermal sensor module; 0x21;8400;21302;9300;10502
24.300; Thermal sensor module; 0x22;9000;1003;4901;22902
24.350; Dynamics module data; 0x11;0000;11301;0000;17001
24.350; Dynamics module sensor errors; 0x12;0100;0100;0100;0100
24.350; Thermal sensor module; 0x21;17401;16802;25302;4501
24.350; Thermal sensor module; 0x22;9801;6302;21500;7502
24.400; Dynamics module data; 0x11;0000;15100;0000;8601
24.400; Dynamics module sensor errors; 0x12;0100;0000;0000;0000
24.400; Thermal sensor module; 0x21;11901;5600;0702;7700
24.400; Thermal sensor module; 0x22;25100;21103;15501;12102
24.450; Dynamics module data; 0x11;0000;2601;0000;3901
24.450; Dynamics module sensor errors; 0x12;0100;0100;0100;0000
24.450; Thermal sensor module; 0x21;7103;19403;19403;18403
24.450; Thermal sensor module; 0x22;11003;2503;0401;22103
24.500; Dynamics module data; 0x11;0000;5801;0000;20801
24.500; Dynamics module sensor errors; 0x12;0100;0000;0100;0100
24.500; Thermal sensor module; 0x21;16700;0303;10401;14602
24.500; Thermal sensor module; 0x22;6701;14401;10902;6703
24.550; Dynamics module data; 0x11;0000;4100;0000;5401
24.550; Dynamics module sensor errors; 0x12;0100;0000;0100;0000
24.550; Thermal sensor module; 0x21;22503;22403;21802;4900
24.550; Thermal sensor module; 0x22;18801;14001;14201;6403
24.600; Dynamics module data; 0x11;0000;14200;0000;3500
24.600; Dynamics module sensor errors; 0x12;0000;0000;0000;0100
24.600; Thermal sensor module; 0x21;5302;23902;14501;15202
24.600; Thermal sensor module; 0x22;4903;2602;20002;13800
24.650; Dynamics module data; 0x11;0000;1900;0000;9900
24.650; Dynamics module sensor errors; 0x12;0000;0000;0000;0100
24.650; Thermal sensor module; 0x21;7703;10700;15801;2901
24.650; Thermal sensor module; 0x22;11601;1602;15603;11803
24.700; Dynamics module data; 0x11;0000;16201;0000;11701
24.700; Dynamics module sensor errors; 0x12;0000;0000;0000;0100
24.700; Thermal sensor module; 0x21;8802;9003;3402;6202
24.700; Thermal sensor module; 0x22;25300;16201;24401;10301
24.750; Dynamics module data; 0x11;0000;18700;0000;20501
24.750; Dynamics module sensor errors; 0x12;0100;0100;0100;0000
24.750; Thermal sensor module; 0x21;1701;13701;22101;13501
24.750; Thermal sensor module; 0x22;17402;11702;10300;24400
24.800; Dynamics module data; 0x11;0000;4901;0000;0201
24.800; Dynamics module sensor errors; 0x12;0000;0000;0000;0000
24.800; Thermal sensor module; 0x21;0100;10103;7402;20503
24.800; Thermal sensor module; 0x22;0000;15102;0000;8201
24.850; Dynamics module data; 0x11;0000;21700;0000;1401
24.850; Dynamics module sensor errors; 0x12;0100;0100;0100;0000
24.850; Thermal sensor module; 0x21;3902;13101;1701;10900
24.850; Thermal sensor module; 0x22;2700;4300;0700;2900
24.900; Dynamics module data; 0x11;0000;7500;0000;25100
24.900; Dynamics module sensor errors; 0x12;0100;0000;0100;0100
24.900; Thermal sensor module; 0x21;11800;3202;13100;13201
24.900; Thermal sensor module; 0x22;20100;3200;22202;19402
